Course Name,Course Description,Course University,Course University Tag,Course Link,Course Provider,Course Duration,Course Pricing
An introduction to music theory,"Gain an understanding of the basic building blocks of musical theory and notation. This free course, An introduction to music theory, will introduce you to music staves, clefs, rhythmic and pitch ...",The Open University,tou,/course/openlearn-music-introduction-music-theory-95552,OpenLearn,8 hours worth of material,Free Certificate
Introduction to number theory,"This free course, Introduction to number theory, is a branch of mathematics concerned with the properties of integers. Section 1 introduces Euclid’s algorithm, which is used to find the HCF of two ...",The Open University,tou,/course/openlearn-science-maths-technology-introduction-n-95553,OpenLearn,18 hours worth of material,Free Certificate
An introduction to Open Educational Resources (OER),"In this free course, An introduction to Open Educational Resources (OER), you will look at some institutional OER initiatives. These will include MIT's open courseware, Carnegie Mellon's Open ...",The Open University,tou,/course/openlearn-education-development-an-introduction-o-95554,OpenLearn,6 hours worth of material,Free Certificate
Introduction to operations management,"This free course, Introduction to operations management, will introduce you to the role of operations management in organisations, and gives you the opportunity to understand what an operations ...",The Open University,tou,/course/openlearn-business-strategy-studies-introduction--95555,OpenLearn,6 hours worth of material,Free Certificate
An introduction to public leadership,"In this free course, An introduction to public leadership, you will learn more about leadership in the context of public service provision, by public sector organisations, community and voluntary ...",The Open University,tou,/course/openlearn-an-introduction-public-leadership-conte-95556,OpenLearn,9 hours worth of material,Free Certificate
Involving the family in supporting pupils' literacy learning,"Teaching children to read is one area where collaboration between teachers and parents/carers is of vital importance. In this free course, Involving the family in supporting pupils' literacy ...",The Open University,tou,/course/openlearn-education-involving-the-family-supporti-95557,OpenLearn,10 hours worth of material,Free Certificate
Issues in research with children and young people,"This free course, Issues in research with children and young people, considers the aims and range of research with children and young people. Students consider how their own views and ...",The Open University,tou,/course/openlearn-childhood-youth-issues-research-childre-95558,OpenLearn,7 hours worth of material,Free Certificate
Key skill assessment unit: information literacy,"As the volume of information grows in databases, libraries and on the internet, information literacy skills are key to being able to find and manage information effectively in a complex society.  ...",The Open University,tou,/course/openlearn-computing-ict-key-skill-assessment-unit-95559,OpenLearn,50 hours worth of material,Free Certificate
Key skill assessment unit: problem solving,"Problem solving runs through many activities. Often problems are contexts for focusing ideas and stimulating further investigation or discussion. Framing an issue appropriately, identifying why it ...",The Open University,tou,/course/openlearn-education-development-key-skill-assessm-95560,OpenLearn,50 hours worth of material,Free Certificate
Key skill assessment unit: working with others,"Working effectively with other people in a group or a team is a skill valued highly by community and educational organisations, as well as employers.  Working in a group is about communicating ...",The Open University,tou,/course/openlearn-education-development-key-skill-assessm-95561,OpenLearn,50 hours worth of material,Free Certificate
Key skill assessment: communication,"Communication is part of everyone's life. Being able to communicate clearly and effectively  orally, visually and in writing  underpins nearly everything we do. This free course, Key skill ...",The Open University,tou,/course/openlearn-education-development-key-skill-assessm-95562,OpenLearn,50 hours worth of material,Free Certificate
